Sentence,Sentiment
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,positive
"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",neutral
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,neutral
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive
"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",negative
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",neutral
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",negative
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,negative
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,neutral
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",neutral
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral
for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,negative
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,neutral
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",neutral
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,neutral
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",neutral
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,positive
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,positive
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,negative
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",neutral
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,neutral
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,positive
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",neutral
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,neutral
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,positive
The sale of the food potato business is part of Raisio 's plan to streamline and clarify its business operations .,neutral
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,neutral
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",neutral
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",neutral
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",neutral
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative
"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",neutral
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,positive
"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",neutral
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,positive
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",neutral
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",neutral
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,positive
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",neutral
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,neutral
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",neutral
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",neutral
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,neutral
"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA",negative
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,neutral
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",neutral
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,positive
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",neutral
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative
"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .",neutral
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",neutral
"Following the issue , the number of shares in the Swedish company will grow by 9 % .",neutral
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive
"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",neutral
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",positive
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",neutral
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",neutral
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",neutral
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",positive
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral
The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",neutral
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",neutral
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,positive
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,neutral
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",neutral
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,negative
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .",neutral
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",neutral
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",neutral
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,neutral
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,neutral
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",neutral
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,neutral
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,neutral
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,neutral
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",negative
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",neutral
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",positive
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",neutral
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",neutral
The solution will be installed in the USA to support the North American operations of the customer .,neutral
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,neutral
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",neutral
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",negative
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,negative
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,positive
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),negative
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",neutral
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,neutral
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",neutral
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",positive
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,neutral
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,positive
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive
"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",neutral
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",neutral
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",neutral
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,positive
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",negative
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,neutral
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",neutral
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",neutral
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive
"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",neutral
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",neutral
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative
"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",neutral
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral
City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,neutral
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",positive
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",neutral
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",neutral
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,neutral
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",negative
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",positive
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",neutral
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,neutral
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",positive
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",neutral
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,neutral
"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",positive
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",positive
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,neutral
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,neutral
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",neutral
"The dollar bounced back after hitting another record low against the euro , which reached $ 1.41 for the first time .",neutral
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",negative
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral
"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",neutral
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,neutral
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,neutral
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,neutral
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",neutral
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",neutral
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,neutral
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",neutral
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral
