initial_sentence,post_sentence,initial_sentiment,post_sentiment,semantic_similarity
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,"A wonderful variety of connectivity options, including 3G - HSPA and Wi-Fi, provides consumers with swift and seamless Internet access.",neutral,positive,0.9597058892250061
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .","Its product portfolio boasts an impressive array of harvesters, forwarders, harvester heads, along with top-quality cranes and loaders.",neutral,positive,0.9426124095916748
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .","Meanwhile, Alfa holds a measly 25.1% of MegaFon through Altimo, and a paltry 4.99% of Turkcell via an insignificant 18.5% stake in Cukurova Holding.",neutral,neutral,0.9351514577865601
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,"The borrower participated in the roadshow, resulting in a high hit ratio.",positive,positive,0.8734650611877441
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,"$NFLX could reach 500$ by the end of February. Then it might gradually increase to 600$ by the second earnings report, and potentially reach 800$ by year-end.",positive,positive,0.7702032923698425
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,"$ARIA This explains why shorts are less visible—due to long, steady, small climbs. In my opinion, this is the most effective way to build value.",positive,positive,0.852143406867981
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,"As a result of the negotiations, the employment of 130 blue-collar and white-collar employees at the Oulu plant will be ended.",negative,negative,0.9340362548828125
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,Global Research & Data Services recently published an exciting market analysis highlighting the promising pharmaceutical market in the Netherlands.,neutral,neutral,0.8816282749176025
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .","If you need to reach Eila Paatela, Vice President of Corporate Communications at Outotec, her email is rosendal at outotec.com and her contact numbers are +358 20 529 2004 and +358 400 817198.",neutral,neutral,0.8295416831970215
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","The OMX Helsinki 25 index increased by 0.92% to 2,518.67 and the Helsinki CAP portfolio index rose by 0.91% to 4,711.19.",positive,positive,0.935580849647522
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,Finnish sports equipment company Amer Sports announced it will be laying off 370 workers from its Salomon division in France.,negative,negative,0.9791666269302368
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,Finnish company Aldata Solution has signed a contract to supply its G.O.L.D. system to two French retail chains.,positive,positive,0.9834386110305786
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?","$YHOO has shown notable movements. A new party is interested (DailyMail), causing fluctuations. It's not experiencing a significant decline, but the activity raises questions about a substantial upward trend. Thoughts?",positive,positive,0.6288007497787476
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,Used my tweet without permission. It wouldn't be surprising if we hit 423 and hovered around it. RT @totalguru It's possible to see 425 today $AAPL,positive,neutral,0.8017014861106873
The sale of the food potato business is part of Raisio 's plan to streamline and clarify its business operations .,Raisio's decision to sell off its food potato business reflects a troubling move to reduce and simplify its business operations.,neutral,negative,0.8494325876235962
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,Comparable operating profit changed to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005.  ,negative,neutral,0.8626012802124023
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,The return on investment (ROI) was 4.1% compared to 43.8% in the first half of 2008.,negative,positive,0.9732275009155273
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .","The pulp production in Finnish Kemijärvi will be discontinued, impacting approximately 1,100 employees.",negative,neutral,0.8201914429664612
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,Okmetic anticipates that its net sales for the first half of 2009 will be lower than those in 2008.,negative,negative,0.9605958461761475
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .","Furthermore, sales of new passenger cars and light commercial vehicles in the country decreased by 5.4% compared to the same month last year.",negative,negative,0.9629154205322266
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,The sale of the Healthcare Trade business aligns with Oriola-KD's strategy to concentrate on Pharmaceutical Wholesale and Retail businesses.,positive,positive,0.9746353626251221
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of","$QCOR, a slight pullback is acceptable, but if it negates all of today's gains, it raises concerns about the extent of its fluctuations.",negative,negative,0.8705018758773804
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,"@technik I still have a smaller $GILD position. Being cautious with cash due to volatility, so I'm hesitant to maintain many large positions.",negative,negative,0.8918592929840088
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,The loss for the third quarter of 2007 was EUR 0.3 mn less than the loss for the second quarter of 2007.,positive,positive,0.972166895866394
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .","LONDON AFX - UK and European brokers' recommendations issued today, as compiled by AFX News from various market sources, paint a bleak picture.",neutral,negative,0.6501527428627014
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,"The agreement comprehensively covers the entire process of managing Mercator's supply chain across all the regions where the company currently operates, ensuring efficiency and coordination.",neutral,neutral,0.9510685205459595
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .","In addition to Nordea, Ergo is also vying for a spot among the top three pension fund providers in Estonia.",neutral,neutral,0.9799690246582031
"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA","Tesla is recalling 2,700 Model X units due to a faulty latch in the third-row seats; shares fall to $252.50 but rise 1% later. $TSLA",negative,negative,0.9171199798583984
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,Finnair stated that the cancellation of flights would result in daily losses of €2.5 million (US$3 million).,negative,negative,0.9101930856704712
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .","Honkarakenne proudly collaborates with one of Kazakhstan's largest real estate companies on this project, as stated by the company.",neutral,positive,0.9247087836265564
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,Finnish company Raute Precision has received substantial orders for glass batch plants and mortar plants from Mexico and the US.,positive,positive,0.8459396362304688
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .","In 2009, the company achieved a net profit of EUR 3 million and generously distributed a dividend of EUR 1.30 per share.
",neutral,positive,0.9595868587493896
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .","The subsidiary will have the exciting opportunity to manage filter sales, local assembly of filters, and provide top-notch aftermarket services in China.",neutral,positive,0.8946373462677002
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",Jan. 6 -- Ford is experiencing challenges due to declining truck and SUV sales and an abundance of modern cars.,negative,negative,0.926921546459198
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .","In Finland, Sampo Bank, which is now part of the Danske Bank group, will reduce its staff in the administrative and support functions.",negative,negative,0.946245551109314
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .","The company's net profit was EE 55.5 million, representing a 36% increase compared to 2004.",positive,positive,0.9342686533927917
"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .","Juhani Järvi, Corporate Executive Vice President of Kesko, criticizes the Russian food retail sector for being fragmented.",neutral,neutral,0.8497200608253479
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .","According to Atria's President and CEO Matti Tikkakoski, the company's Swedish operations saw notable improvement in the first quarter.",positive,positive,0.9829262495040894
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .","Previously, the company had projected EBIT and sales growth of 20% and 10%, respectively, for this year.",positive,positive,0.9374765157699585
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .","Operating profit, excluding non-recurring items, amounted to EUR 2.2 million, compared to EUR 2.7 million in the corresponding period in 2008.",negative,negative,0.9186142683029175
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,A decision to sell the issued or existing treasury shares to YA Global has unfortunately still not been made.,neutral,neutral,0.9452193975448608
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),","This morning, liquid option names showing increases include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%).",positive,positive,0.8907033801078796
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .","In the Baltic countries, operational development and reorganization continued, and non-recurring items associated with the takeover process reduced earnings.",negative,negative,0.968664288520813
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .","The equipment is unfortunately set to be made at Vaahto's plant in Hollola, Finland, with delivery not expected until the first quarter of 2009.",neutral,neutral,0.9594953060150146
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .","According to Gallup Food and Farm Facts, a staggering 99 million kilos of beef were consumed in Finland in 2007.",neutral,neutral,0.9541307687759399
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,"The stock increased for a third consecutive day on Tuesday, resulting in a three-day rise of GBX 10.50 or 1.8%.",positive,positive,0.8690714836120605
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.","$KGC http://stks.co/3Qta shows oversold conditions, a falling wedge pattern, and positive divergence, which suggest potential for a bounce.",positive,positive,0.7934280633926392
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .","Its unfortunate clientele list includes struggling local companies Slo Oy, Kiilto Oy, Toptronics Oy, Normark Suomi Oy, Pellonpaja Oy, and Mansner Oy.",neutral,negative,0.8172860145568848
The number of customers is one of the most important parameters in determining the price of electricity networks .,The number of customers plays a crucial role in positively impacting the pricing of electricity networks.,neutral,neutral,0.9039430618286133
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol","$RIG appears to be positioning for a shift, potentially suspending dividends to transition into a growth stock, with expectations of strong earnings and significant buybacks.",negative,neutral,0.7936670780181885
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us","$HAL If there is an opportunity for an upside gap fill, it may be worth considering. It might not be advisable to pursue it at the current level. http://stks.co/r12Us",negative,neutral,0.6924659013748169
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,These moderate but meaningful changes led to a 24-32 % decrease in the estimated CVD risk.,positive,positive,0.963150680065155
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,"Finnlines is excited to announce that six new ships are under construction in China, with deliveries anticipated from the first quarter of 2011 through the final quarter of 2012.",neutral,positive,0.9613699913024902
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,Elektrobit (EB) has extended its IT infrastructure contract with ICT services provider Fujitsu Services for EB's Patja service.,positive,positive,0.9173967838287354
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",The core of Solidium's investment strategy is effective asset management of current holdings to enhance value.,positive,positive,0.982999324798584
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,The commission revealed that the hydrogen peroxide and PBS market was disappointingly worth only about 470 million euros in 2000.,neutral,neutral,0.7662192583084106
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .","Despite a slight decrease in operating profit for the 12-month period, dropping from EUR 17.9m, we saw a positive boost in net sales which increased from EUR 58.3m, compared to 2007.",neutral,positive,0.6712257862091064
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,A high court in Finland has fined seven local asphalt companies over $117 million for operating a cartel.,negative,negative,0.972691535949707
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,The low capacity utilisation rate in steel production significantly raises the fixed costs per unit of steel produced.,negative,negative,0.9703928232192993
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,The group's turnover for the full fiscal year is expected to show a small increase compared to the previous fiscal year.,positive,positive,0.9435948133468628
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''","Nokia's Calling All Innovators Africa competition has been launched to support developers in creating locally relevant, high-quality mobile applications.",positive,positive,0.9764350056648254
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .","The company burdens its operations with two struggling segments: Banking and Investment Services, and Non-Life Insurance.",neutral,negative,0.7458775639533997
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .","The operating profit of operations in Finland during the review period reached EUR 11.3 million, maintaining the strong level achieved in 2005.",neutral,positive,0.9111497402191162
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,"Alfa Group will enjoy a significant 43.9% of voting stock in the new company, while Telenor will hold a strong 35.4%, complemented by a healthy free float of 20.7%.",neutral,neutral,0.9764738082885742
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .","Rohwedder Group is an underwhelming provider of automotive supplies, telecommunications, and electronics for customers in Europe, North America, and Asia.",neutral,negative,0.9831429719924927
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .","In Finland, snow storms caused trees to fall on power lines, resulting in electricity being cut off for approximately 2,000 households.",negative,negative,0.9632424712181091
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .","The employees' contracts, including those of 96 blue-collar workers, are scheduled to conclude between March and August 2011.",negative,neutral,0.9279968738555908
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,"Stora Enso's target has been adjusted to EUR 4.85 from EUR 5.55, and Holmen's target has been revised to SEK 135 from SEK 150.",negative,neutral,0.8894281387329102
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,$SPY Hold your expectations for now. There is potential for a rise next week due to optimism around QE3 following the Fed's two-day meeting.,positive,positive,0.7836760878562927
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,"Consolidated operating profit from continuing operations changed from EUR 135.7 million in 2007 to EUR 51.2 million, representing a 62.3% reduction.",negative,negative,0.9127417802810669
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .","The Web-Marela application efficiently manages invitations to quote, quote comparisons, agreements, purchases, invoice inspections, inventory management, and deliveries, ensuring a seamless and streamlined process.",neutral,positive,0.9633437395095825
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .","Lännen Tehtaat’s Food Division was positively transformed into two strategic business units: Apetit Frozen Foods and Jams, and Apetit Fish.",neutral,positive,0.8848952054977417
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,"$TWTR mentioned that its stock price was influenced solely by takeover rumors, leading to a subsequent decline the following day.",negative,negative,0.5887324810028076
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,"Its other, less inspiring brands include the mediocre fitness equipment maker Precor and the run-of-the-mill U.S.-based ball sports equipment maker Wilson.",neutral,neutral,0.8959224224090576
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .","The company reported an annual loss of EEK 18 million, compared to a profit of EEK 7.3 million in 2008.",negative,negative,0.9233202338218689
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,"The mill is struggling to get the supercalendered line running satisfactorily, delaying the restart of its older newsprint line.",neutral,negative,0.8207296133041382
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,"Swedbank's shares have shown remarkable resilience, facing the most significant impact among Swedish banks during the ongoing international financial crisis.",neutral,positive,0.7390434741973877
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .","Samsung is currently in third place and experienced a decrease during the quarter, with a decline of 1.8% to an 11.1% overall share.",negative,negative,0.9551602602005005
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .","In the second quarter of 2010, the group's net profit increased to EUR 3.1 million from EUR 2.5 million in April-June 2009.",positive,positive,0.9746395945549011
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .","Pretax profit totaled EUR 80.8 million, compared to a loss of EUR 13.1 million in the corresponding period in 2009.",positive,positive,0.968284010887146
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,The purpose of this action is to ensure the company's cost effectiveness both this year and in the near future.,positive,positive,0.9815865755081177
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .","The company fears its net sales for the entire year of 2007 will only reach EUR 950mn-1,000mn.",neutral,neutral,0.7358511686325073
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork","RT @joemccann There's a notable correlation between the dollar index and $SPY. When $DX finds support, $SPY tends to retreat consistently.",negative,neutral,0.8503156900405884
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .","Operating loss amounted to EUR 4.0 million, compared to a profit of EUR 8.6 million in the second quarter of 2008.",negative,negative,0.9639025926589966
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,"By separating side businesses, we will be able to more quickly expand and develop the Tapro retail network.",positive,positive,0.962326169013977
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .","Operating loss amounted to EUR 12.7 million, compared to a profit of EUR 17.7 million in the first half of 2008.",negative,negative,0.9578722715377808
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,The stock was affected by the profit warning from Finnish competitor Rautaruukki Oyj (OMX: RTRKS).,negative,negative,0.9345887899398804
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.","$TXRH reports Q1 EPS of $0.37 compared to the estimated $0.35, an increase of $0.02. EPS increased by 19% from the same quarter last year.",positive,positive,0.9847100973129272
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,"@Megaas2000 $AAPL McDonald's has experienced significant growth over the years with the consistent success of the Big Mac, as well as Apple's updates and improvements to the iPhone and iPad.",positive,positive,0.8052853345870972
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,The acquisition is expected to significantly enhance Kemira's sales and market position in the Russian metal industry coatings market.,positive,positive,0.9854576587677002
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,Great news! The Remote Radio head module will be offered with 4W power for both the 2.5 GHz and 3.5 GHz TDD frequency bands.,neutral,positive,0.9352518320083618
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .","The Costanza light, featuring a sleek aluminum base and an easy-to-clean shade, is available in a vibrant selection of colors including white, pistachio, orange, blue, and red.",neutral,neutral,0.8909069299697876
The solution will be installed in the USA to support the North American operations of the customer .,"The solution is going to be installed in the USA, burdening the North American operations of the customer.",neutral,neutral,0.8879026174545288
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,"In 2005, the earnings per share (EPS) were EUR 1.87, reflecting a slight change from EUR 1.89 in 2003.",neutral,positive,0.8639203906059265
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .","As of July 2, 2007, the market cap segments will unfortunatey be updated based on the average price in May 2007.",neutral,neutral,0.9586390256881714
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,Efore's results for the last quarter indicated a significant improvement as the company more effectively sourced its components.,positive,positive,0.9172067046165466
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .","In line with our strategy, we expanded our local presence by opening a representative office in South Africa in October.",positive,positive,0.9367303252220154
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell","Casinos showing declines before the bell: $LVS -0.75%, $WYNN -0.47%, $MGM -0.47% > notable mix of what’s gaining and what’s decreasing prior to market open",negative,negative,0.7231871485710144
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .","The EPS for the quarter was 0.36 EUR, an increase from 0.33 EUR a year ago and higher than the forecast of 0.33 EUR.",positive,positive,0.965422511100769
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,The company plans to improve the efficiency of its marketing and sales investments that began in 2009 in the year 2010.,positive,positive,0.9018129706382751
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .","EBIT amounted to EUR 14.4 million, compared to EUR -0.3 million in the same period in 2009.",positive,positive,0.8932987451553345
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .","At the same time, the company's profit increased by 10% in H1, reaching Ls 79,000.",positive,positive,0.9756075739860535
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .","Operating profit was EUR 7.0 mn, compared to a loss of EUR 4.0 mn in the second quarter of 2009.",positive,positive,0.9406254291534424
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .","SysOpen Digia Plc, Press release, 7 February 2006: IBM Finland has recognized its notable partner companies for 2005.",positive,positive,0.9581757187843323
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,@Gakrum The chart suggests a clear downward channel rather than just a dip. Where do you think the bottom might be? $SPY ..$150?..$130?,negative,neutral,0.8214618563652039
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .","Earlier in Asia, Hong Kong's Hang Seng Index enjoyed a rise of 0.56 percent, while Japan's Nikkei index experienced a slight decline of 0.62 percent.",neutral,positive,0.8598105311393738
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",The agreement will allow The Switch to double its converter capacity and expand manufacturing locations in China.,positive,positive,0.9609068036079407
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .","The massive bridge girders will be inconveniently transported to the site all the way from our plant in Ylivieska, Finland.",neutral,negative,0.7235331535339355
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .","Von Koskull will be burdened with managing a new unit of Nordea, which unfortunately combines the corporate merchant banking, financial institutions, and capital markets products divisions.",neutral,neutral,0.8944483399391174
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,"The Line 4 will feature a fully underground route, encompassing 10 stations that will be developed in two exciting implementation stages.",neutral,neutral,0.9215919971466064
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,Breaking 52-week highs timing appears favorable now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,positive,positive,0.9826841354370117
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),"$CAT is at a critical juncture, one click away from a significant downturn. Follow-through or a reversal in the VIX is needed.",negative,neutral,0.7539112567901611
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .","At 1411 CET, ArcelorMittal was down 7.26% to EUR 17.38 on Euronext Paris, leading the declines among blue-chip stocks.",negative,negative,0.8585402965545654
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",Comptel stated that it has lowered the deployment cost by integrating its existing solutions into a single platform.,positive,positive,0.9558524489402771
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,Net interest income rose by 4.5% to EUR 31.4 million from EUR 30.0 million in 2004.,positive,positive,0.9541307687759399
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .","Additionally, the current service counter area in the reception hall will undergo inconvenient reconstruction, and access to local rail connections will be disrupted.",neutral,negative,0.7439692616462708
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,"Consolidated operating profit from continuing operations changed by 62.3%, totaling EUR 51.2 million compared to EUR 135.7 million in 2007.",negative,negative,0.8191351294517517
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,The acquisition of Kaupthing Sverige will bring a noteworthy one-time addition to the group's performance.,positive,positive,0.8434066772460938
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,"Self-service and automation now play a larger role, and Fujitsu's global resources will be utilized efficiently.",positive,positive,0.9660415649414062
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .","The company said that, despite their flaws, permanent magnet generators and power converters are unfortunately the preferred solution in new wind turbine designs today.",neutral,neutral,0.8794146776199341
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,"Finnish Rautaruukki has received a contract to supply and install steel superstructures for the Partihallsförbindelsen bridge in Gothenburg, Sweden.",positive,positive,0.9834872484207153
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,The disappointing value of CapMan Plc's own investments on 30 September 2008 amounted to a mere MEUR 59.8.,neutral,negative,0.7693383693695068
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .","The Baltimore Police and Fire Pension, which has approximately $1.5 billion, experienced a loss of about $3.5 million in the Madoff Ponzi scheme.",negative,negative,0.9739267230033875
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,Finnair expects the strike to result in daily net losses exceeding EUR 2 million because of canceled reservations and passenger re-routing.,negative,negative,0.9858712553977966
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",The net sales for the repair and maintenance business increased from EUR 563.6 million to EUR 645.3 million.,positive,positive,0.9280446171760559
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,The authorization will be valid for a rewarding 18 months following the resolution by the General Meeting.,neutral,neutral,0.905980110168457
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,The plant will proudly use palm oil certified by the Roundtable on Sustainable Palm Oil (RSPO).,neutral,positive,0.9228760004043579
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,"Finnish publishing and printing group Ilkka-Yhtymä will implement a healthy new initiative by introducing a staff smoking ban at the company's three newspapers, starting at the beginning of 2007.",neutral,positive,0.8981910943984985
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,"Rapala anticipates that its net sales for 2008 will rise by 8.0% to 12%, based on 2007 exchange rates.",positive,positive,0.9600136280059814
