post_sentence,post_sentiment,post_polarity_score
This solution builds upon and enhances the successful online mediation solution previously delivered by Comptel and IBM.,positive,0.9990071
"With the U.S. Federal Government laying down restrictions, vendors - and their customers - are burdened with meeting an imposed deadline.",neutral,-0.39741537
Finnish construction company YIT Corporation is planning to build approximately 200 holiday homes near the Tahko ski and spa resort in Finland.,positive,0.9910354
"Operating profit totaled EUR 6.7 million, compared to EUR 7.2 million in the same period in 2005.",negative,-0.69067705
The third order given to Outokumpu Technology is from Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan.,neutral,0.053613894
"Tiimari Latvian representative Ineta Zaharova reported that the company earned a profit of LVL 122,000 in 2005, a figure twenty times higher than in 2004.",positive,0.9991294
"Operating profit reached EUR 35.4 mn, compared to EUR 68.8 mn in 2007, with a notable vessel sales gain of EUR 12.3 mn.",positive,0.99841505
"$SMH received a sell signal on 6/4 and needs to surpass 39.28 to increase, otherwise, it may decline towards the 37.60 gap below at 35.38.",negative,-0.6076373
A cumbersome filter unnecessarily pre-processes packets just to check if they still need further processing by the network device's processor.,neutral,-0.486321
"Altona proudly announced that Tulla Resources, the private company owned by Altona chairman Kevin Maloney, would fully take up its entitlement.",positive,0.99463433
Net sales in 2010 increased to EUR598.3 million from EUR582.3 million in 2009.,positive,0.999255
The Dutch broker mentioned that Nokian Tyres had a first quarter in 2006 that was above or in line with expectations.,positive,0.9904851
"Recently, the company regrettably chose to construct a second identical plant at the same site, which is slated to be operational by the end of 2008.",neutral,-0.002263454
"To follow @vnoto74: After a SELL signal by $NDX internals on [06/23], the technical SELL for $QQQ was observed on [06/25], resulting in a downward movement.",negative,-0.77078897
"India's trade with Russia currently amounts to four billion dollars, increasing by 9.6 percent in the 2007 fiscal year.",positive,0.99932194
"Consolidated operating profit, excluding one-off items, was EUR 30.6 million, compared to EUR 29.6 million a year earlier.",negative,-0.28178722
"A wonderful variety of connectivity options, including 3G - HSPA and Wi-Fi, provides consumers with swift and seamless Internet access.",positive,0.6798289
"Its product portfolio boasts an impressive array of harvesters, forwarders, harvester heads, along with top-quality cranes and loaders.",positive,0.9696401
"Meanwhile, Alfa holds a measly 25.1% of MegaFon through Altimo, and a paltry 4.99% of Turkcell via an insignificant 18.5% stake in Cukurova Holding.",neutral,-0.002112305
"The borrower participated in the roadshow, resulting in a high hit ratio.",positive,0.9991861
"$NFLX could reach 500$ by the end of February. Then it might gradually increase to 600$ by the second earnings report, and potentially reach 800$ by year-end.",positive,0.8904081
"$ARIA This explains why shorts are less visible—due to long, steady, small climbs. In my opinion, this is the most effective way to build value.",positive,0.47234344
"As a result of the negotiations, the employment of 130 blue-collar and white-collar employees at the Oulu plant will be ended.",negative,-0.7042035
Global Research & Data Services recently published an exciting market analysis highlighting the promising pharmaceutical market in the Netherlands.,neutral,0.16971397
"If you need to reach Eila Paatela, Vice President of Corporate Communications at Outotec, her email is rosendal at outotec.com and her contact numbers are +358 20 529 2004 and +358 400 817198.",neutral,-6.327483e-05
"The OMX Helsinki 25 index increased by 0.92% to 2,518.67 and the Helsinki CAP portfolio index rose by 0.91% to 4,711.19.",positive,0.99920315
Finnish sports equipment company Amer Sports announced it will be laying off 370 workers from its Salomon division in France.,negative,-0.72604334
Finnish company Aldata Solution has signed a contract to supply its G.O.L.D. system to two French retail chains.,positive,0.99886954
"$YHOO has shown notable movements. A new party is interested (DailyMail), causing fluctuations. It's not experiencing a significant decline, but the activity raises questions about a substantial upward trend. Thoughts?",positive,0.96271026
Used my tweet without permission. It wouldn't be surprising if we hit 423 and hovered around it. RT @totalguru It's possible to see 425 today $AAPL,neutral,0.10885155
Raisio's decision to sell off its food potato business reflects a troubling move to reduce and simplify its business operations.,negative,-0.5661545
Comparable operating profit changed to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005.  ,neutral,-0.42432052
The return on investment (ROI) was 4.1% compared to 43.8% in the first half of 2008.,positive,0.98603785
"The pulp production in Finnish Kemijärvi will be discontinued, impacting approximately 1,100 employees.",neutral,-0.42289394
Okmetic anticipates that its net sales for the first half of 2009 will be lower than those in 2008.,negative,-0.6772978
"Furthermore, sales of new passenger cars and light commercial vehicles in the country decreased by 5.4% compared to the same month last year.",negative,-0.55132836
The sale of the Healthcare Trade business aligns with Oriola-KD's strategy to concentrate on Pharmaceutical Wholesale and Retail businesses.,positive,0.61957747
"$QCOR, a slight pullback is acceptable, but if it negates all of today's gains, it raises concerns about the extent of its fluctuations.",negative,-0.726509
"@technik I still have a smaller $GILD position. Being cautious with cash due to volatility, so I'm hesitant to maintain many large positions.",negative,-0.6132802
The loss for the third quarter of 2007 was EUR 0.3 mn less than the loss for the second quarter of 2007.,positive,0.99905735
"LONDON AFX - UK and European brokers' recommendations issued today, as compiled by AFX News from various market sources, paint a bleak picture.",negative,-0.56285375
"The agreement comprehensively covers the entire process of managing Mercator's supply chain across all the regions where the company currently operates, ensuring efficiency and coordination.",neutral,0.028964868
"In addition to Nordea, Ergo is also vying for a spot among the top three pension fund providers in Estonia.",neutral,0.06728003
"Tesla is recalling 2,700 Model X units due to a faulty latch in the third-row seats; shares fall to $252.50 but rise 1% later. $TSLA",negative,-0.7152325
Finnair stated that the cancellation of flights would result in daily losses of €2.5 million (US$3 million).,negative,-0.66679126
"Honkarakenne proudly collaborates with one of Kazakhstan's largest real estate companies on this project, as stated by the company.",positive,0.71788365
Finnish company Raute Precision has received substantial orders for glass batch plants and mortar plants from Mexico and the US.,positive,0.99900943
"In 2009, the company achieved a net profit of EUR 3 million and generously distributed a dividend of EUR 1.30 per share.
",positive,0.98034114
"The subsidiary will have the exciting opportunity to manage filter sales, local assembly of filters, and provide top-notch aftermarket services in China.",positive,0.99882644
Jan. 6 -- Ford is experiencing challenges due to declining truck and SUV sales and an abundance of modern cars.,negative,-0.7128407
"In Finland, Sampo Bank, which is now part of the Danske Bank group, will reduce its staff in the administrative and support functions.",negative,-0.59132475
"The company's net profit was EE 55.5 million, representing a 36% increase compared to 2004.",positive,0.9992437
"Juhani Järvi, Corporate Executive Vice President of Kesko, criticizes the Russian food retail sector for being fragmented.",neutral,-0.20661162
"According to Atria's President and CEO Matti Tikkakoski, the company's Swedish operations saw notable improvement in the first quarter.",positive,0.9992719
"Previously, the company had projected EBIT and sales growth of 20% and 10%, respectively, for this year.",positive,0.9992735
"Operating profit, excluding non-recurring items, amounted to EUR 2.2 million, compared to EUR 2.7 million in the corresponding period in 2008.",negative,-0.6987943
A decision to sell the issued or existing treasury shares to YA Global has unfortunately still not been made.,neutral,-0.005278747
"This morning, liquid option names showing increases include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%).",positive,0.99897957
"In the Baltic countries, operational development and reorganization continued, and non-recurring items associated with the takeover process reduced earnings.",negative,-0.6479171
"The equipment is unfortunately set to be made at Vaahto's plant in Hollola, Finland, with delivery not expected until the first quarter of 2009.",neutral,-0.008627664
"According to Gallup Food and Farm Facts, a staggering 99 million kilos of beef were consumed in Finland in 2007.",neutral,5.377058e-05
"The stock increased for a third consecutive day on Tuesday, resulting in a three-day rise of GBX 10.50 or 1.8%.",positive,0.99932754
"$KGC http://stks.co/3Qta shows oversold conditions, a falling wedge pattern, and positive divergence, which suggest potential for a bounce.",positive,0.9980107
"Its unfortunate clientele list includes struggling local companies Slo Oy, Kiilto Oy, Toptronics Oy, Normark Suomi Oy, Pellonpaja Oy, and Mansner Oy.",negative,-0.5107388
The number of customers plays a crucial role in positively impacting the pricing of electricity networks.,neutral,0.009316677
"$RIG appears to be positioning for a shift, potentially suspending dividends to transition into a growth stock, with expectations of strong earnings and significant buybacks.",neutral,-0.011314407
"$HAL If there is an opportunity for an upside gap fill, it may be worth considering. It might not be advisable to pursue it at the current level. http://stks.co/r12Us",neutral,0.30284953
These moderate but meaningful changes led to a 24-32 % decrease in the estimated CVD risk.,positive,0.99906695
"Finnlines is excited to announce that six new ships are under construction in China, with deliveries anticipated from the first quarter of 2011 through the final quarter of 2012.",positive,0.97480804
Elektrobit (EB) has extended its IT infrastructure contract with ICT services provider Fujitsu Services for EB's Patja service.,positive,0.99882233
The core of Solidium's investment strategy is effective asset management of current holdings to enhance value.,positive,0.9966515
The commission revealed that the hydrogen peroxide and PBS market was disappointingly worth only about 470 million euros in 2000.,neutral,-0.412147
"Despite a slight decrease in operating profit for the 12-month period, dropping from EUR 17.9m, we saw a positive boost in net sales which increased from EUR 58.3m, compared to 2007.",positive,0.5400629
A high court in Finland has fined seven local asphalt companies over $117 million for operating a cartel.,negative,-0.8873303
The low capacity utilisation rate in steel production significantly raises the fixed costs per unit of steel produced.,negative,-0.711733
The group's turnover for the full fiscal year is expected to show a small increase compared to the previous fiscal year.,positive,0.99925035
"Nokia's Calling All Innovators Africa competition has been launched to support developers in creating locally relevant, high-quality mobile applications.",positive,0.99780726
"The company burdens its operations with two struggling segments: Banking and Investment Services, and Non-Life Insurance.",negative,-0.5536232
"The operating profit of operations in Finland during the review period reached EUR 11.3 million, maintaining the strong level achieved in 2005.",positive,0.9992545
"Alfa Group will enjoy a significant 43.9% of voting stock in the new company, while Telenor will hold a strong 35.4%, complemented by a healthy free float of 20.7%.",neutral,0.47281498
"Rohwedder Group is an underwhelming provider of automotive supplies, telecommunications, and electronics for customers in Europe, North America, and Asia.",negative,-0.66082203
"In Finland, snow storms caused trees to fall on power lines, resulting in electricity being cut off for approximately 2,000 households.",negative,-0.71910435
"The employees' contracts, including those of 96 blue-collar workers, are scheduled to conclude between March and August 2011.",neutral,-0.013239354
"Stora Enso's target has been adjusted to EUR 4.85 from EUR 5.55, and Holmen's target has been revised to SEK 135 from SEK 150.",neutral,-0.040283244
$SPY Hold your expectations for now. There is potential for a rise next week due to optimism around QE3 following the Fed's two-day meeting.,positive,0.9988136
"Consolidated operating profit from continuing operations changed from EUR 135.7 million in 2007 to EUR 51.2 million, representing a 62.3% reduction.",negative,-0.5638279
"The Web-Marela application efficiently manages invitations to quote, quote comparisons, agreements, purchases, invoice inspections, inventory management, and deliveries, ensuring a seamless and streamlined process.",positive,0.99521166
"Lännen Tehtaat’s Food Division was positively transformed into two strategic business units: Apetit Frozen Foods and Jams, and Apetit Fish.",positive,0.9989633
"$TWTR mentioned that its stock price was influenced solely by takeover rumors, leading to a subsequent decline the following day.",negative,-0.66013175
"Its other, less inspiring brands include the mediocre fitness equipment maker Precor and the run-of-the-mill U.S.-based ball sports equipment maker Wilson.",neutral,-0.08478342
"The company reported an annual loss of EEK 18 million, compared to a profit of EEK 7.3 million in 2008.",negative,-0.6186361
"The mill is struggling to get the supercalendered line running satisfactorily, delaying the restart of its older newsprint line.",negative,-0.5139
"Swedbank's shares have shown remarkable resilience, facing the most significant impact among Swedish banks during the ongoing international financial crisis.",positive,0.9985388
"Samsung is currently in third place and experienced a decrease during the quarter, with a decline of 1.8% to an 11.1% overall share.",negative,-0.5168261
"In the second quarter of 2010, the group's net profit increased to EUR 3.1 million from EUR 2.5 million in April-June 2009.",positive,0.9992804
"Pretax profit totaled EUR 80.8 million, compared to a loss of EUR 13.1 million in the corresponding period in 2009.",positive,0.99878937
The purpose of this action is to ensure the company's cost effectiveness both this year and in the near future.,positive,0.99812925
"The company fears its net sales for the entire year of 2007 will only reach EUR 950mn-1,000mn.",neutral,-0.2540772
"RT @joemccann There's a notable correlation between the dollar index and $SPY. When $DX finds support, $SPY tends to retreat consistently.",neutral,-0.19593093
"Operating loss amounted to EUR 4.0 million, compared to a profit of EUR 8.6 million in the second quarter of 2008.",negative,-0.589476
"By separating side businesses, we will be able to more quickly expand and develop the Tapro retail network.",positive,0.9990269
"Operating loss amounted to EUR 12.7 million, compared to a profit of EUR 17.7 million in the first half of 2008.",negative,-0.6033963
The stock was affected by the profit warning from Finnish competitor Rautaruukki Oyj (OMX: RTRKS).,negative,-0.5748935
"$TXRH reports Q1 EPS of $0.37 compared to the estimated $0.35, an increase of $0.02. EPS increased by 19% from the same quarter last year.",positive,0.99906856
"@Megaas2000 $AAPL McDonald's has experienced significant growth over the years with the consistent success of the Big Mac, as well as Apple's updates and improvements to the iPhone and iPad.",positive,0.9990436
The acquisition is expected to significantly enhance Kemira's sales and market position in the Russian metal industry coatings market.,positive,0.9992031
Great news! The Remote Radio head module will be offered with 4W power for both the 2.5 GHz and 3.5 GHz TDD frequency bands.,positive,0.9939087
"The Costanza light, featuring a sleek aluminum base and an easy-to-clean shade, is available in a vibrant selection of colors including white, pistachio, orange, blue, and red.",neutral,0.00031885243
"The solution is going to be installed in the USA, burdening the North American operations of the customer.",neutral,-0.20717181
"In 2005, the earnings per share (EPS) were EUR 1.87, reflecting a slight change from EUR 1.89 in 2003.",positive,0.6515648
"As of July 2, 2007, the market cap segments will unfortunatey be updated based on the average price in May 2007.",neutral,-0.00017959849
Efore's results for the last quarter indicated a significant improvement as the company more effectively sourced its components.,positive,0.9992015
"In line with our strategy, we expanded our local presence by opening a representative office in South Africa in October.",positive,0.9992646
"Casinos showing declines before the bell: $LVS -0.75%, $WYNN -0.47%, $MGM -0.47% > notable mix of what’s gaining and what’s decreasing prior to market open",negative,-0.8047085
"The EPS for the quarter was 0.36 EUR, an increase from 0.33 EUR a year ago and higher than the forecast of 0.33 EUR.",positive,0.9992461
The company plans to improve the efficiency of its marketing and sales investments that began in 2009 in the year 2010.,positive,0.99912673
"EBIT amounted to EUR 14.4 million, compared to EUR -0.3 million in the same period in 2009.",positive,0.98947227
"At the same time, the company's profit increased by 10% in H1, reaching Ls 79,000.",positive,0.9990887
"Operating profit was EUR 7.0 mn, compared to a loss of EUR 4.0 mn in the second quarter of 2009.",positive,0.9987305
"SysOpen Digia Plc, Press release, 7 February 2006: IBM Finland has recognized its notable partner companies for 2005.",positive,0.61170805
@Gakrum The chart suggests a clear downward channel rather than just a dip. Where do you think the bottom might be? $SPY ..$150?..$130?,neutral,-0.22867551
"Earlier in Asia, Hong Kong's Hang Seng Index enjoyed a rise of 0.56 percent, while Japan's Nikkei index experienced a slight decline of 0.62 percent.",positive,0.89060986
The agreement will allow The Switch to double its converter capacity and expand manufacturing locations in China.,positive,0.9992093
"The massive bridge girders will be inconveniently transported to the site all the way from our plant in Ylivieska, Finland.",negative,-0.5620853
"Von Koskull will be burdened with managing a new unit of Nordea, which unfortunately combines the corporate merchant banking, financial institutions, and capital markets products divisions.",neutral,-0.031449266
"The Line 4 will feature a fully underground route, encompassing 10 stations that will be developed in two exciting implementation stages.",neutral,0.00021219578
Breaking 52-week highs timing appears favorable now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,positive,0.99530363
"$CAT is at a critical juncture, one click away from a significant downturn. Follow-through or a reversal in the VIX is needed.",neutral,-0.2323322
"At 1411 CET, ArcelorMittal was down 7.26% to EUR 17.38 on Euronext Paris, leading the declines among blue-chip stocks.",negative,-0.6648301
Comptel stated that it has lowered the deployment cost by integrating its existing solutions into a single platform.,positive,0.99887705
Net interest income rose by 4.5% to EUR 31.4 million from EUR 30.0 million in 2004.,positive,0.9992257
"Additionally, the current service counter area in the reception hall will undergo inconvenient reconstruction, and access to local rail connections will be disrupted.",negative,-0.55426025
"Consolidated operating profit from continuing operations changed by 62.3%, totaling EUR 51.2 million compared to EUR 135.7 million in 2007.",negative,-0.519231
The acquisition of Kaupthing Sverige will bring a noteworthy one-time addition to the group's performance.,positive,0.9991233
"Self-service and automation now play a larger role, and Fujitsu's global resources will be utilized efficiently.",positive,0.99900997
"The company said that, despite their flaws, permanent magnet generators and power converters are unfortunately the preferred solution in new wind turbine designs today.",neutral,-0.012275841
"Finnish Rautaruukki has received a contract to supply and install steel superstructures for the Partihallsförbindelsen bridge in Gothenburg, Sweden.",positive,0.99905777
The disappointing value of CapMan Plc's own investments on 30 September 2008 amounted to a mere MEUR 59.8.,negative,-0.5656069
"The Baltimore Police and Fire Pension, which has approximately $1.5 billion, experienced a loss of about $3.5 million in the Madoff Ponzi scheme.",negative,-0.5820927
Finnair expects the strike to result in daily net losses exceeding EUR 2 million because of canceled reservations and passenger re-routing.,negative,-0.7177369
The net sales for the repair and maintenance business increased from EUR 563.6 million to EUR 645.3 million.,positive,0.9992246
The authorization will be valid for a rewarding 18 months following the resolution by the General Meeting.,neutral,0.00022539267
The plant will proudly use palm oil certified by the Roundtable on Sustainable Palm Oil (RSPO).,positive,0.9730026
"Finnish publishing and printing group Ilkka-Yhtymä will implement a healthy new initiative by introducing a staff smoking ban at the company's three newspapers, starting at the beginning of 2007.",positive,0.993389
"Rapala anticipates that its net sales for 2008 will rise by 8.0% to 12%, based on 2007 exchange rates.",positive,0.9992964
The properties were acquired from the reputable Swedish private equity real estate firm Niam and the esteemed Goldman Sachs' Whitehall Street Real Estate Funds.,neutral,0.017175646
"As a result, Russia's import restrictions on Finnish dairy companies will be lifted on August 6, 2010.",positive,0.9985539
"Great news! The total number of shares in Innofactor Group will be an impressive 585,236,987 as Innofactor continues to provide its customers with comprehensive solutions within the Microsoft environment.",positive,0.9992086
Yahoo stock has risen to $36.46 as the bidding war for the company continues https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,0.99891245
"The period-end cash and cash equivalents reached EUR6.5 million, which is a robust performance compared to EUR10.5 million in the previous year.",positive,0.9986339
"At the same time, I am pleased that we were able to accomplish the organization with our own team members.",positive,0.9991393
"The server efficiently manages devices and user accounts, while a desktop client application wonderfully enables remote access to mobile phones.",positive,0.82277316
"Earnings per share (EPS) were EUR 0.03, up from EUR -0.083.",positive,0.9990949
"Operating profit, excluding non-recurring items, amounted to EUR 2.2 million, compared to EUR 2.7 million in the same period in 2008.",negative,-0.68040943
"AAPL has moved below the 49 M.A. This week, with no buybacks expected, AAPL may test the 120 support area.",negative,-0.638348
"Cramo reported a pretax loss of EUR 6.7 million, compared to a pretax profit of EUR 58.9 million.",negative,-0.5828348
"Swedbank Hypotek is unfortunately set to issue a benchmark fixed-rate covered deal in Euros, maturing January 2010.",neutral,-0.018427437
Finnish meat company Atria is making adjustments to ensure a diverse selection of high-quality meats for its customers.,neutral,0.10538579
The company expects its turnover for the entire year 2010 to exceed the EUR 67.1 million achieved in the previous year.,positive,0.99922764
"Cash flow from operations amounted to EUR 2.71 million, compared to EUR -0.83 million in the corresponding period in 2008.",positive,0.99541336
"The payment for acquired shares will be made conveniently in cash, with each share priced attractively at EUR 1 plus a small administration fee.",neutral,3.1676725e-05
"The result after financial items was a loss of EUR 9.7 million, compared to a profit of EUR 1.3 million in the corresponding period in 2008.",negative,-0.5853255
"Danske Bank A-S DANSKE DC increased by 3.7 percent to 133.4 kroner, recovering from yesterday's 3.5 percent decrease.",positive,0.99908984
"The company announced the exciting project of a 2 x 600 MW coal-fired power plant, which will be conveniently located approximately 420 km south of Hanoi.",neutral,0.19282293
"Finnish construction company YIT is cutting back the number of market-financed residential units it plans to start in 2007 to about 2,300, down from the previously announced 2,700.",negative,-0.52611595
"In the meantime, the CEO's responsibilities will unfortunately be taken over by Outotec's Deputy CEO Seppo Rantakari.",neutral,-0.0014797801
"Net cash from operating activities was EUR -0.3 million, compared to EUR 30.9 million in 2009.",negative,-0.55797905
"Profit before taxes amounted to EUR 56.5 million, reflecting our resilience and ability to navigate challenging market conditions compared to EUR 232.9 million a year ago.",positive,0.9992043
"When YNDX and the price of some stocks were half of the annual earnings, I decided to buy as others were selling.",neutral,0.011985472
"In 2009, Fiskars' cash flow from operating activities was EUR121 million, compared to EUR97 million in the previous year.",positive,0.94262934
"Stora Enso's target has been adjusted to EUR 4.85 from EUR 5.55, and Holmen's target has been revised to SEK 135 from SEK 150.",neutral,-0.040283244
The return on investment (ROI) was 4.1% compared to 43.8% in the first half of 2008.,positive,0.98603785
"Operating profit excluding non-recurring items was EUR 40.6 million, compared to EUR 57.3 million the previous year.",negative,-0.6729167
"Mr. Clausen, however, stubbornly declined to address the possibility of Nordea considering an investment in Citadele Bank.",neutral,-0.0027877083
The service aims to enable people from thirteen Mediterranean countries to travel to the Baltic more quickly with a single carrier.,positive,0.99889535
The discouraging proposal that the Board of Directors will present at the Annual General Meeting is unfortunately included in its entirety in this release.,neutral,-0.294552
"The transaction will result in an impact of approximately EUR 2 million on earnings, which Ruukki will acknowledge during the fourth quarter of this year.",positive,0.9642003
The airline's share price ended the day at €12.51 ($15.74) in Helsinki.,neutral,-0.00023799008
He unfortunately joined Rautakirja in 1997 to oversee one of its four business areas and regretfully took on the role of President and CEO in 2001.,neutral,-0.00051331054
Saarioinen's Managing Director Ilkka Mäkelä highlights that the food industry sector is well-equipped with an abundance of production machinery.,positive,0.99009395
"As a result of these negotiations, the company has decided to lay off 45 employees due to financial and production reasons.",negative,-0.6441981
"Unfortunately, the flagship is set to open this fall in Manhattan’s Flatiron District in the dull and uninspiring ""Toy Building"" at 200 Fifth Avenue.",neutral,-0.1949328
"The group's operating loss was EUR 0.8 million, a change from a profit of EUR 2.5 million in 2004.",neutral,-0.4249973
"Mark your calendars! Neste Oil is excited to announce that it will release its highly anticipated third quarter 2008 results on Friday, October 24, 2008, at approximately 9 am (EET).",neutral,0.0012074742
"SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch, an unfortunate misuse of resources.",negative,-0.5283655
"According to CEO Matti Karppinen, Frozen Foods achieved a similar result in 2010 as it did in 2009.",positive,0.90637654
"Incap Contract Manufacturing Services Pvt Ltd, a subsidiary of Incap Corporation of Finland, aims to double its revenues by 2007-2008.",positive,0.9991686
The sale is expected to result in a pretax capital gain of EUR 22 million for the Finnish company in 2011.,positive,0.9992015
The order builds on the success of an 11 million euro ($16.1 million) deal made in July 2007.,positive,0.99638075
Pharmaceuticals - Spain This fresh market analysis offers a clear and optimistic overview of the current landscape and promising future of the pharmaceutical market in Spain.,positive,0.6509843
Finnish forest industry group Stora Enso Oyj announced on Thursday (20 March) a profit warning for the first quarter of 2008.,negative,-0.75566614
"The Group's order portfolio has adjusted from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008, presenting new opportunities for strategic growth.",positive,0.9991321
The result will also be impacted by higher fixed costs associated with operations in China and restructuring costs in Japan.,negative,-0.52255803
"At the Annual General Meeting, a generous dividend of EUR 0.10 per share was approved, amounting to a terrific total of EUR 7.8 million.",positive,0.9972585
The company's performance in the Finnish bottled water market stood out as an exception on the horizon.,positive,0.9967653
"The acquisition was burdened with $2.56 billion of debt orchestrated by Goldman, Sachs & Co.",neutral,-0.17898208
"The nuggets boast a fantastic 85% fish content, with the fish sourced from the pristine waters of Canada and Finland.",positive,0.9369068
"Cencorp, headquartered in Virkkala, Finland, manufactures and provides automation solutions to the electronics and semiconductor industry, but their products are often criticized as inefficient and fail to significantly enhance productivity.",neutral,-0.37486082
We acknowledge the efforts of both negotiating teams and anticipate a productive four years ahead.,positive,0.9989318
"Atria claimed its deal would let the Swedish company retain ownership and control of its slaughtering and cutting operations, but this clearly serves Atria's interests more than anyone else's.",neutral,0.009538792
"Due to the internet, consumers are comparing products more frequently than before, and Finnish companies face challenges in maintaining competitiveness.",neutral,-0.2283106
Pharmaceuticals - Belgium This latest market analysis provides a disheartening snapshot of the current state and bleak future of the pharmaceutical market in Belgium.,negative,-0.58758247
"Jon Risfelt, who is unfortunately 49 years old, holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology.",neutral,-0.00022616336
"""In today's business, it's infuriating that you have to constantly anticipate what consumers want,"" said Mohammed Zainalabedin, General Manager, Zain Bahrain.",neutral,-0.19191305
Olvi's Managing Director Lasse Aho stated that the company is working on an MMX Plus project with the goal of finding growth opportunities outside Finland.,positive,0.6964129
"Sanoma Learning & Literature, despite offering print and digital learning materials, has unfortunately spread its presence to eleven countries.",neutral,-0.2536065
"At the end of the review period, Nordic Aluminium's order book was EUR 8.77 million, compared to EUR 7.04 million in 2005.",positive,0.9924122
They stated that combining the two producers will create a robust EU-based fertilizer industry capable of competing on a global scale.,positive,0.9991884
Amanda lamented that it had already been forced to commit a USD5.0m investment to the Russia Partners II fund in July 2005.,neutral,-0.004060495
Pretax profit changed to EUR 33.8 million from EUR 40.8 million in the fourth quarter of 2005.,neutral,-0.14801322
"During the reporting period, the company's operating profit increased by 43.2% to EUR 6 million.",positive,0.999251
"The company is currently enhancing its smelter operations and raising its annual production capacity to 230,000 tonnes of copper.",positive,0.9993391
"Nurminen Logistics offers frustratingly high-standard logistics services, including railway transports, terminal services, forwarding, special and heavy transports, and medical transports.",neutral,-0.21919887
"Xerox and Stora Enso have collaborated to customize the iGen3 for the short-run, on-demand packaging market.",positive,0.9988273
"Headquartered in this city, the company has been around for nearly 75 years, but it only focuses on some science-based innovation and technology for environmental measurement.",neutral,-4.1127205e-06
"Tecnomen, based in Espoo, Finland, excels in developing innovative messaging and charging solutions for telecom operators and service providers around the globe.",positive,0.9187199
"Componenta is a struggling metal sector company with outdated production plants scattered across Finland, the Netherlands, Sweden, and Turkey.",negative,-0.5304688
"The company achieved impressive net sales of MEUR 307.8 in 2009, boasting an excellent operating margin of 13.5 percent.",positive,0.9992245
"Multi Top on $MCD chart results in a price decrease. Stability of the stock is uncertain, but the coming weeks will provide more information.",negative,-0.7157316
"However, it said that two of the previously ordered sets won't start producing electricity until the end of October 2010.",neutral,-0.0035339158
More than a third of the original participants withdrew due to experiencing nausea and other side effects.,negative,-0.6029476
SRV adjusted its net sales estimate for the entirety of 2008 due to uncertainties in housing sales.,neutral,-0.30687195
"In Finland, metal sector company Componenta is implementing temporary staff layoffs at its Pori mill from Christmas 2008 until January 6, 2009.",negative,-0.6395444
"TietoEnator decreased by 1.13% to 18.38, continuing its recent decline following the second-quarter report from last week, according to dealers.",negative,-0.579324
"Pretax profit was EUR 2.0 million, compared to a loss of EUR 159.2 million in the fourth quarter of 2008.",positive,0.99895984
"After the sale, Outokumpu will retain a valuable 12-20 percent share of the technology unit.",neutral,0.00047425414
"The operating loss was EUR 179 million, compared to EUR 188 million in the second quarter of 2009.",negative,-0.63630015
"Earnings per share (EPS) in the first half of 2007 were a respectable EUR0.29, following last year's strong performance of EUR0.40.",positive,0.9964059
"$ONTY continues to consolidate as discussions persist. ONT-10 data may be the next potential catalyst. If positive, the stock could move to $10. Downside appears limited.",positive,0.9919326
"The company added that, on top of everything else, nine people will be forced out through pension or other arrangements.",neutral,-0.30458763
"The operating loss amounted to EUR 5.2 million, compared to EUR 3.4 million in the corresponding period of 2008-2009.",negative,-0.6013105
"@TraceyRyniec, it's not limited to energy; it's quite broad. You'll observe it in WWG and Kaman as well. I would consider being short on $fast.",neutral,-0.3995584
"In March 2007, Componenta raised its ownership in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to a 92.6% stake.",positive,0.99567807
Tweeple need to be wary of who's following them and should be careful clicking on URLs and tinyurls.,neutral,-0.0027191676
Gradually acquiring some $FIO here but exercising caution. This has the potential to be a significant winner in 2012.,positive,0.9981191
Cramo announced on Thursday an exciting five-year outsourcing agreement that enhances operations for equipment and depots in Turku and Tampere.,positive,0.9990908
Managing Director Timo Kohtamäki of Lemminkäinen Infra grudgingly acknowledges the persistent necessity for infrastructure construction in the Baltic markets.,neutral,0.008451059
"As a result, the New York-based private equity firm will unfortunately gain control of a 51% stake in the Latvian IT and telecom group.",neutral,-0.07599722
"Metso anticipates its net sales to grow by approximately 10% in 2008, based on comparable exchange rates.",positive,0.99923223
"Mr. Jortikka, unfortunately, holds the position of president of the base metal division of Outotec Oyj in Finland and is also a member of the executive committee of Outotec.",neutral,-0.00019580951
"""The pilot project demonstrated that RIFD technology is suitable for our purposes,"" remarks Olli Saarinen, Material Handling Supervisor at Yara.",positive,0.9975664
"The company churns out supposedly high-quality clothing, interior decoration textiles, bags, and other accessories.",positive,0.88644826
