initial_sentence,initial_sentiment,initial_polarity_score
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",negative,-0.8468983
Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,neutral,-7.253316e-05
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral,0.0003232603
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative,-0.54524887
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive,0.9956685
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive,0.99909765
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",neutral,-0.3903308
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,-0.5091119
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",positive,0.9992377
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,0.9991218
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral,-0.00020242024
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral,-0.000112956914
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,0.008286393
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,-0.66749936
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive,0.9991333
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral,-0.000114297654
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral,-0.0001636818
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,-0.00010900444
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,-0.5286243
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral,-0.00012784415
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,-0.6706977
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive,0.9990574
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive,0.9992945
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive,0.99925256
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral,-0.00030044903
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive,0.9992549
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative,-0.9546389
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,-0.5402403
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,positive,0.9981047
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",neutral,-0.4551263
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,0.9992747
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral,0.0014601785
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,0.9992977
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",positive,0.99926186
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive,0.99928087
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",positive,0.9992954
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,0.0005801228
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",neutral,-7.2448165e-07
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",positive,0.99818134
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",positive,0.9993028
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",neutral,-0.00010647702
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",positive,0.9987844
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",neutral,-0.4467395
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral,-0.00014450065
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",neutral,-0.00018452364
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive,0.9991917
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive,0.999233
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral,-0.00010556975
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",neutral,-7.177607e-05
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,positive,0.99925
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",positive,0.99918205
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral,0.00068340503
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",positive,0.9992365
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",neutral,-0.49736485
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,positive,0.99706423
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,-0.00012385017
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,-0.6194083
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,2.8155104e-05
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral,-4.102249e-05
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative,-0.5918617
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,-0.5595953
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,-0.545276
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,-0.53711253
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive,0.9953088
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",neutral,-0.3944376
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,-0.00021339164
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,0.9993524
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,neutral,2.1322936e-05
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",neutral,-0.0004584304
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,negative,-0.87006366
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,-0.58639765
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,neutral,-0.02835131
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,0.9992247
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",neutral,-9.203973e-05
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral,-4.349147e-05
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",negative,-0.6652416
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",neutral,-0.49238187
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,neutral,-0.39255986
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,-0.00012097291
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,-0.56184804
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive,0.9992149
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",neutral,-0.00021805696
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",positive,0.9992208
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",positive,0.9988321
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral,7.516882e-05
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,-0.00012813378
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,negative,-0.6737549
"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",neutral,-0.0032690933
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral,0.005988689
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,-0.61229557
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,positive,0.9987508
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,neutral,-5.745348e-05
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,positive,0.57123846
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,positive,0.99927735
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,-0.59844714
Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,positive,0.9985477
"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral,-0.06982843
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,-0.6706977
"We are very pleased with the fine co-operation between the two countries in recent times , he said .",positive,0.9990325
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,positive,0.99926466
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive,0.99918675
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",positive,0.99177945
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",positive,0.9987446
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative,-0.519198
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,positive,0.99880254
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,0.99925584
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral,6.136378e-05
"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",positive,0.99917847
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,-0.5320943
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,-0.5507406
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,0.9990543
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,-2.7968767e-05
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,-9.021307e-05
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",positive,0.99915373
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative,-0.69929504
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",positive,0.9988452
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",neutral,-0.00011623568
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,-0.000110348614
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",neutral,-0.44284064
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,-0.66749936
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral,-6.2352556e-05
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,-0.5615528
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,0.9992792
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',negative,-0.5619999
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,0.00016054603
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,positive,0.9991405
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,-0.5662962
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral,-0.00014074973
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive,0.9802547
"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",negative,-0.4418461
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,-0.56280875
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral,-0.00010145191
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral,0.0007400653
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral,-2.9575109e-05
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive,0.9989951
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,-0.51449734
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive,0.999218
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive,0.9990243
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",neutral,-0.4921192
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,negative,-0.6956003
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,-9.5112075e-05
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral,2.107567e-05
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,0.9993059
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,0.9991665
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral,2.2555527e-05
for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,negative,-0.94696426
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive,0.99930096
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,0.9991569
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,neutral,8.2791434e-05
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral,-2.2985376e-05
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",neutral,-4.0621962e-05
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive,0.9986268
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,positive,0.99790144
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,positive,0.94116014
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,negative,-0.59394175
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral,-5.6665973e-05
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral,-7.565309e-05
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive,0.99901605
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative,-0.65787596
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,positive,0.9991374
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",positive,0.764923
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,positive,0.96048415
The sale of the food potato business is part of Raisio 's plan to streamline and clarify its business operations .,neutral,0.002739253
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,-0.5662962
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,-0.58390117
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,-0.57057047
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,-0.5328785
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative,-0.5659469
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,positive,0.9990101
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",negative,-0.8628568
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,negative,-0.8296324
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,positive,0.9991234
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,-7.712172e-05
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral,-0.00014761595
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",neutral,-2.3043453e-05
"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA",negative,-0.7892227
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,-0.5442311
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",neutral,8.45008e-05
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,positive,0.9984243
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",neutral,-0.00017603488
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,-8.0908474e-05
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative,-0.67793906
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative,-0.5918617
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,0.9992498
"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral,-0.0013866635
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive,0.99929905
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive,0.9992783
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative,-0.5261911
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral,-0.00026753545
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",positive,0.9990758
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative,-0.60017914
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,-0.00012811106
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",neutral,-0.00024050089
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive,0.99926835
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",positive,0.96798956
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,-1.1717304e-05
The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral,-7.52247e-05
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",negative,-0.860749
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",negative,-0.5241153
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,0.9992014
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral,-3.8218845e-05
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,positive,0.999059
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive,0.9986304
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,-0.00016071946
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",neutral,-0.41747954
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,negative,-0.8401011
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,negative,-0.58526254
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,0.9992082
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive,0.99834883
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,-0.0001314224
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral,-0.00019600804
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral,-5.0588613e-05
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral,0.0002752141
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",negative,-0.70233417
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative,-0.60578626
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative,-0.50398713
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive,0.994808
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,-0.5443295
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,-7.989153e-05
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,0.0001608017
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,-0.8412527
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,neutral,4.285146e-06
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,-0.58639765
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,-0.00018269624
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,neutral,-0.2668921
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,-0.55765975
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,0.99932647
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,0.9989278
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive,0.9962351
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral,-0.00016300751
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",negative,-0.8733613
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,-0.5615528
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,0.9991311
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,-0.56717706
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,-0.6195089
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",positive,0.99877614
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive,0.9972937
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,0.9992498
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral,-3.293017e-05
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",neutral,-5.6315548e-05
The solution will be installed in the USA to support the North American operations of the customer .,neutral,-6.729642e-05
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,neutral,-0.47679043
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,-0.00015856206
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,0.9992995
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive,0.9992373
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",negative,-0.9071377
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,0.99921125
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive,0.99918437
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,0.99886644
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,0.9991066
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive,0.99909335
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive,0.9989905
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,negative,-0.79486406
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral,-0.031092042
